indicator,Área geográfica,País__ESTANDAR,Años__ESTANDAR,Pobreza extrema y pobreza,Sexo__ESTANDAR,Clima educacional del hogar,value,unit,notes_ids,source_id
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2013,Pobreza,Hombres,Primaria completa,32.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2013,Pobreza,Hombres,Secundaria completa,17.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2013,Pobreza,Mujeres,Secundaria completa,25.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2013,Pobreza,Mujeres,Secundaria incompleta,33.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2013,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),11.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2013,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),8.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2013,Pobreza,Mujeres,Primaria completa,29.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2013,Pobreza,Mujeres,Terciaria completa,2.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2014,Pobreza,Hombres,Primaria completa,27.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2014,Pobreza,Mujeres,Primaria incompleta,32.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2014,Pobreza,Hombres,Primaria incompleta,35.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2014,Pobreza,Mujeres,Primaria completa,27.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2014,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),7.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2014,Pobreza,Mujeres,Secundaria incompleta,27.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2014,Pobreza,Hombres,Terciaria completa,3.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2014,Pobreza,Mujeres,Terciaria completa,2.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2014,Pobreza,Hombres,Secundaria incompleta,24.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2014,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),6.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2014,Pobreza,Mujeres,Secundaria completa,18.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2014,Pobreza,Hombres,Secundaria completa,16.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2015,Pobreza,Hombres,Primaria incompleta,35.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2015,Pobreza,Mujeres,Secundaria incompleta,27.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2015,Pobreza,Hombres,Primaria completa,29.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2015,Pobreza,Mujeres,Primaria completa,27.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2015,Pobreza,Mujeres,Terciaria completa,3.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2015,Pobreza,Mujeres,Primaria incompleta,33.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2015,Pobreza,Hombres,Terciaria completa,3.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2015,Pobreza,Mujeres,Secundaria completa,17.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2015,Pobreza,Hombres,Secundaria completa,17.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2015,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),10.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2015,Pobreza,Hombres,Secundaria incompleta,26.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2015,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),11.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2016,Pobreza,Hombres,Primaria completa,31.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2016,Pobreza,Mujeres,Secundaria incompleta,31.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2016,Pobreza,Hombres,Secundaria incompleta,25.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2016,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),16.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2016,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),9.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2016,Pobreza,Hombres,Secundaria completa,18.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2016,Pobreza,Mujeres,Primaria completa,26.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2016,Pobreza,Mujeres,Secundaria completa,20.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2016,Pobreza,Mujeres,Primaria incompleta,31.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2016,Pobreza,Hombres,Primaria incompleta,33.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2016,Pobreza,Mujeres,Terciaria completa,3.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2016,Pobreza,Hombres,Terciaria completa,4.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2017,Pobreza,Hombres,Terciaria completa,3.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2017,Pobreza,Mujeres,Primaria completa,25.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2017,Pobreza,Hombres,Primaria completa,30.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2017,Pobreza,Mujeres,Secundaria incompleta,28.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2017,Pobreza,Mujeres,Secundaria completa,19.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2017,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),6.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2017,Pobreza,Mujeres,Primaria incompleta,35.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2017,Pobreza,Hombres,Primaria incompleta,36.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2017,Pobreza,Mujeres,Terciaria completa,2.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2017,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),6.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2017,Pobreza,Hombres,Secundaria completa,16.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2017,Pobreza,Hombres,Secundaria incompleta,26.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2018,Pobreza,Mujeres,Primaria completa,29.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2018,Pobreza,Hombres,Primaria completa,32.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2018,Pobreza,Hombres,Terciaria completa,3.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2018,Pobreza,Hombres,Primaria incompleta,36.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2018,Pobreza,Hombres,Secundaria incompleta,26.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2018,Pobreza,Mujeres,Secundaria incompleta,24.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2018,Pobreza,Hombres,Secundaria completa,15.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2018,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),7.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2018,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),6.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2018,Pobreza,Mujeres,Terciaria completa,2.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2018,Pobreza,Mujeres,Primaria incompleta,33.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2018,Pobreza,Mujeres,Secundaria completa,18.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2019,Pobreza,Mujeres,Primaria completa,28.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2019,Pobreza,Hombres,Terciaria completa,3.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2019,Pobreza,Mujeres,Terciaria completa,2.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2019,Pobreza,Mujeres,Secundaria completa,20.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2019,Pobreza,Hombres,Primaria completa,33.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2019,Pobreza,Hombres,Secundaria incompleta,25.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2019,Pobreza,Mujeres,Secundaria incompleta,33.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2019,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),8.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2019,Pobreza,Mujeres,Primaria incompleta,26.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2019,Pobreza,Hombres,Secundaria completa,16.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2019,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),12.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2019,Pobreza,Hombres,Primaria incompleta,40.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2020,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),11.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2020,Pobreza,Hombres,Primaria completa,39.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2020,Pobreza,Mujeres,Primaria completa,31.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2020,Pobreza,Hombres,Secundaria incompleta,29.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2020,Pobreza,Hombres,Primaria incompleta,38.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2020,Pobreza,Hombres,Secundaria completa,29.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2020,Pobreza,Mujeres,Primaria incompleta,36.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2020,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),12.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2020,Pobreza,Mujeres,Terciaria completa,9.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2020,Pobreza,Hombres,Terciaria completa,3.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2020,Pobreza,Mujeres,Secundaria completa,32.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2020,Pobreza,Mujeres,Secundaria incompleta,37.0,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2021,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),12.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2021,Pobreza,Hombres,Terciaria completa,5.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2021,Pobreza,Hombres,Primaria completa,34.6,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2021,Pobreza,Mujeres,Terciaria completa,5.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2021,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),15.8,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2021,Pobreza,Hombres,Secundaria incompleta,32.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2021,Pobreza,Mujeres,Primaria incompleta,37.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2021,Pobreza,Mujeres,Primaria completa,35.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2021,Pobreza,Hombres,Primaria incompleta,36.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2021,Pobreza,Hombres,Secundaria completa,22.4,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2021,Pobreza,Mujeres,Secundaria incompleta,38.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2021,Pobreza,Mujeres,Secundaria completa,28.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2022,Pobreza,Hombres,Primaria completa,29.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2022,Pobreza,Mujeres,Primaria incompleta,34.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2022,Pobreza,Mujeres,Secundaria incompleta,35.1,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2022,Pobreza,Hombres,Primaria incompleta,37.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2022,Pobreza,Hombres,Secundaria incompleta,28.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2022,Pobreza,Hombres,Terciaria completa,3.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2022,Pobreza,Mujeres,Secundaria completa,26.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2022,Pobreza,Hombres,Secundaria completa,21.3,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2022,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),15.9,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2022,Pobreza,Mujeres,Primaria completa,28.7,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2022,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),8.5,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Ecuador,2022,Pobreza,Mujeres,Terciaria completa,5.2,Porcentaje,,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2012,Pobreza,Mujeres,Primaria incompleta,34.4,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2012,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),3.6,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2012,Pobreza,Mujeres,Primaria completa,30.1,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2012,Pobreza,Hombres,Secundaria completa,8.0,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2012,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),4.4,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2012,Pobreza,Mujeres,Secundaria completa,12.3,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2012,Pobreza,Mujeres,Secundaria incompleta,19.0,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2012,Pobreza,Hombres,Primaria completa,29.7,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2012,Pobreza,Hombres,Primaria incompleta,48.8,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2012,Pobreza,Mujeres,Terciaria completa,5.0,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2012,Pobreza,Hombres,Secundaria incompleta,18.0,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2013,Pobreza,Hombres,Terciaria completa,0.4,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2013,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),2.0,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2013,Pobreza,Mujeres,Terciaria completa,0.6,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2013,Pobreza,Mujeres,Primaria completa,26.2,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2013,Pobreza,Hombres,Secundaria incompleta,21.9,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2013,Pobreza,Hombres,Secundaria completa,9.7,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2013,Pobreza,Mujeres,Secundaria incompleta,21.2,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2013,Pobreza,Hombres,Primaria incompleta,37.3,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2013,Pobreza,Hombres,Primaria completa,26.8,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2013,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),3.2,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2013,Pobreza,Mujeres,Primaria incompleta,42.1,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2013,Pobreza,Mujeres,Secundaria completa,5.6,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2014,Pobreza,Mujeres,Secundaria completa,11.2,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2014,Pobreza,Hombres,Secundaria incompleta,17.6,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2014,Pobreza,Hombres,Primaria completa,28.4,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2014,Pobreza,Mujeres,Secundaria incompleta,21.4,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2014,Pobreza,Mujeres,Primaria incompleta,33.9,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2014,Pobreza,Mujeres,Terciaria completa,0.7,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2014,Pobreza,Hombres,Terciaria incompleta (incluye técnica terciaria),2.4,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2014,Pobreza,Hombres,Secundaria completa,7.9,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2014,Pobreza,Mujeres,Primaria completa,31.5,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2014,Pobreza,Hombres,Primaria incompleta,37.2,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2014,Pobreza,Mujeres,Terciaria incompleta (incluye técnica terciaria),1.7,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2015,Pobreza,Mujeres,Terciaria completa,1.3,Porcentaje,337,26
"Población en situación de pobreza extrema y pobreza según clima educativo del hogar,  sexo y área geográfica",Nacional,Paraguay,2015,Pobreza,Mujeres,Primaria incompleta,39.3,Porcentaje,337,26
